"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,3.2,42,31,13,1,9,1,5,7,8,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Democratic",2,8,0,20,2,"L1"
"Female","Female","Yes","Big City","Hispanic","Christian",4,2.5,8,5,1,1,13,1,3,3,5,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",3,7,5,40,9,"L1"
"Male","Male","Yes","Big City","Hispanic","Christian",5,3.3,10,40,10,1,14,2,2,10,5,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",3,3,"Democratic",7,10,20,50,5,"L1"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",7,2.4,28,40,9,2,13,3,4,4,6,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,70,4,"L1"
"Female","Female","No","Big City","East Asian","Atheist",0,3.9,1,0,2,1,18,3,3,2,6,400,"independence","curiosity","self-reliance","being considerate","Donald Trump","No","Chose not to vote",0,0,"Other",6,9,0,100,8,"L1"
"Male","Male","No","Big City Subrub","Black","Christian",1,3,9,45,9,1,17,1,7,7,5,700,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Green",10,10,0,30,10,"L1"
"Female","Female","No","Big City Subrub","White","Christian",2,2.6,4,7,10,2,12,3,3,12,7,250,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,3,"Democratic",4,10,0,50,5,"L1"
"Female","Female","No","Big City","Hispanic","Christian",9,3.7,0,0,0,0,26,7,2,5,5,111,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,10,0,100,8,"L1"
"Female","Female","Yes","Big City","Hispanic","Religious but not one of the above",5,2.9,6,10,4,1,13,2,5,3,10,60000,"respect for their elders","curiosity","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",10,7,10,30,7,"L1"
"Male","Male","No","Big City Subrub","White","Christian",9,2.8,0,0,0,1,17,1,3,2,4,90,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Donald Trump",1,7,"Republican",8,7,10,0,1,"L1"
"Female","Female","No","Big City","White","Christian",4,3.2,12,20,1,1,15,30,3,5,3,100,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",7,10,0,0,4,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,3.7,16,44,10,2,13,4,2,8,8,150,"independence","good manners","obedience","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",3,9,15,100,7,"L1"
"Male","Female","No","Big City Subrub","White","Agnostic",0,3.5,0,0,1,1,18,1,2,4,5,75,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Other",4,9,15,20,5,"L1"
"Female","Female","No","Big City Subrub","White","Christian",4,3.5,8,0,0,0,16,7,5,10,5,60,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",3,7,"Republican",6,9,10,70,9,"L1"
"Female","Female","No","Big City","White","Atheist",0,3.9,10,4,7,3,13,1,3,3,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",6,7,0,100,8,"L1"
"Female","Female","No","Big City","East Asian","Atheist",0,3.9,0,0,0,1,18,3,4,5,5,100,"independence","good manners","self-reliance","well-behaved","Unsure","No","Not eligible to vote",2,5,"Other",6,9,10,100,1,"L1"
"Male","Male","No","Big City Subrub","East Asian","Christian",5,3,0,6,7,3,13,0,1,15,5,180,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",5,7,"Libertarian",5,5,15,10,10,"L1"
"Male","Male","No","Small Town","Black","Religious but not one of the above",9,3,0,0,15,2,14,7,3,10,7,700,"respect for their elders","good manners","obedience","well-behaved","Unsure","Yes","Chose not to vote",0,0,"Other",5,10,15,0,10,"L1"
"Female","Female","Yes","Big City","White","Christian",7,2.9,7,6,5,0,15,3,1,5,5,900,"independence","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",1,2,"Democratic",3,8,0,100,5,"L1"
"Female","Female","No","Medium City","Hispanic","Religious but not one of the above",7,3.6,4,3,0,0,20,5,5,10,3,90,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Democratic",5,8,10,10,1,"L1"
"Male","Male","Yes","Medium City","White","Atheist",0,3.8,4,5,9,1,17,7,3,7,7,350,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",1,0,"Democratic",3,9,5,100,10,"L1"
"Female","Female","Yes","Big City","White","Atheist",0,2.7,10,20,1,0,17,6,2,2,6,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",2,10,0,90,3,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,2.9,0,0,1,1,19,3,2,3,5,120,"respect for their elders","good manners","self-reliance","well-behaved","Other Republican","Yes","Hillary Clinton",2,6,"Republican",5,7,0,100,9,"L1"
"Female","Female","No","Small Town","White","Christian",7,3.4,0,0,0,1,18,1,1,2,5,60,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Donald Trump",3,9,"Republican",4,8,0,100,7,"L1"
"Male","Male","Yes","Small Town","White","Agnostic",0,3.5,15,10,6,1,13,3,4,5,0,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,0,"Libertarian",7,5,15,40,5,"L1"
"Male","Male","Yes","Big City","Hispanic","Atheist",0,2.2,12,40,12,2,11,1,2,3,3,35,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Not eligible to vote",0,3,"Democratic",8,7,0,20,5,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",3,3.2,9,15,6,1,16,2,3,15,8,80,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",5,6,"Republican",2,8,20,50,6,"L1"
"Male","Male","No","Big City Subrub","White","Christian",3,3.4,2,2,0,0,18,6,1,6,3,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Gary Johnson",5,3,"Democratic",5,9,0,100,2,"L1"
"Female","Female","Yes","Medium City","South Asian","Christian",10,3.2,10,9,7,1,16,5,5,3,10,90,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",2,5,0,90,10,"L1"
"Female","Female","Yes","Medium City","White","Agnostic",0,3.3,25,35,50,1,14,3,3,6,10,500,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",0,7,"Republican",0,8,10,0,2,"L1"
"Female","Female","No","Big City","White","Christian",7,3.6,7,18,11,2,13,7,3,4,0,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",5,5,"Democratic",5,8,0,0,8,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,3.3,4,4,23,3,16,7,4,3,1,100,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Not eligible to vote",0,8,"Republican",6,8,0,80,5,"L1"
"Male","Male","No","Medium City","Other","Christian",6,3.1,0,0,7,3,13,2,2,5,7,500,"respect for their elders","curiosity","self-reliance","being considerate","Other Party","Yes","Gary Johnson",0,5,"Other",7,7,0,0,7,"L1"
"Female","Female","No","Big City","Hispanic","Christian",5,2.7,5,1,8,1,14,1,3,13,6,180,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,2,"Independent",5,8,10,30,9,"L1"
"Male","Male","No","Big City","East Asian","Buddhist",1,3.6,3,6,0,1,21,1,1,2,8,500,"independence","curiosity","self-reliance","well-behaved","Unsure","No","Not eligible to vote",0,6,"Other",2,10,0,60,9,"L1"
"Female","Female","No","Small Town","White","Agnostic",0,3.1,3,1,50,3,17,0,6,5,4,45,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",6,7,15,60,1,"L1"
"Female","Female","Yes","Big City Subrub","South Asian","Hindu",4,4,4,3,1,1,16,6,3,4,5,100,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,9,0,100,6,"L1"
"Male","Male","Yes","Small Town","Black","Agnostic",1,2.8,7,15,1,1,18,0,2,2,10,99999,"respect for their elders","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",2,3,"Democratic",8,2,5,30,5,"L1"
"Female","Female","No","Big City Subrub","Black","Christian",6,2.6,2,0,6,1,17,10,2,4,5,100,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",2,9,0,100,5,"L1"
"Female","Female","Yes","Medium City","White","Religious but not one of the above",4,3.5,3,2,0,0,26,5,5,20,5,80,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",5,10,0,100,4,"L1"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,3.5,15,40,1,1,14,1,4,10,5,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",4,7,0,0,5,"L1"
"Female","Female","No","Medium City","Black","Christian",7,1.9,10,8,5,3,13,2,4,4,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,7,0,0,7,"L1"
"Male","Male","No","Big City Subrub","Other","Christian",7,3.1,2,1,0,0,17,2,1,42,8,200,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",2,5,"Other",3,10,0,100,9,"L1"
"Female","Female","No","Medium City","White","Christian",7,4,0,0,0,0,26,10,2,10,5,70,"respect for their elders","good manners","obedience","being considerate","Other Republican","Yes","Not eligible to vote",6,7,"Republican",8,9,0,50,8,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.1,50,50,1,2,16,4,3,5,5,95,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",5,7,10,40,3,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",7,3.6,10,8,0,0,19,5,5,9,8,170,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",3,5,"Independent",8,8,0,10,7,"L1"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",4,2.2,10,10,0,0,26,3,7,6,0,120,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",5,9,10,40,5,"L1"
"Female","Female","Yes","Small Town","White","Christian",5,3.5,3,1,1,1,16,5,4,5,0,100,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",8,6,"Republican",6,8,10,100,9,"L1"
"Male","Male","No","Big City","Black","Christian",2,3.1,12,15,1,0,12,12,4,13,2,185,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",8,10,10,0,7,"L1"
"Female","Female","No","Big City","Black","Christian",6,2.7,12,5,4,1,12,10,10,4,6,80,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",7,7,0,100,0,"L1"
"Male","Male","Yes","Medium City","Other","Agnostic",3,2.5,7,20,25,1,16,2,2,2,0,85,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,4,"Democratic",6,7,0,100,6,"L1"
"Male","Male","No","Small Town","Hispanic","Christian",6,3,0,0,0,0,26,5,2,1,6,100,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,4,"Independent",4,9,0,50,6,"L1"
"Male","Male","No","Big City Subrub","White","Christian",6,3.8,2,12,2,0,26,7,3,3,7,100,"independence","curiosity","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,4,"Independent",0,7,0,100,2,"L1"
"Male","Male","No","Small Town","White","Agnostic",0,3.1,6,15,1,1,13,2,3,5,8,120,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",5,8,"Republican",8,8,0,30,6,"L1"
"Male","Male","Yes","Medium City","Hispanic","Atheist",0,3.3,4,12,25,3,12,0,5,3,2,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,3,"Democratic",8,3,0,10,8,"L1"
"Male","Male","No","Small Town","White","Christian",4,3,15,27,1,1,14,1,3,2,8,80,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",9,5,"Democratic",1,9,15,0,7,"L1"
"Female","Female","No","Big City","Black","Christian",7,3.5,2,0,1,0,14,2,6,6,10,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,7,"Democratic",2,9,20,50,3,"L1"
"Male","Male","Yes","Big City","White","Christian",4,2.4,9,30,10,2,14,2,3,5,9,30000,"respect for their elders","curiosity","self-reliance","being considerate","Other Republican","Yes","Donald Trump",10,8,"Republican",0,3,0,100,6,"L1"
"Female","Female","No","Small Town","White","Agnostic",3,3,13,10,0,2,13,3,2,5,10,85,"independence","curiosity","self-reliance","being considerate","Other Party","Yes","Chose not to vote",3,5,"Independent",6,9,0,90,7,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",1,3.4,2,2,1,1,16,2,2,3,3,115,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",4,9,0,0,8,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.8,8,8,1,1,12,2,3,8,5,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,5,"Independent",4,5,0,20,4,"L2"
"Male","Male","No","Big City","Black","Christian",7,2.2,0,0,1,5,13,1,3,3,10,175,"respect for their elders","good manners","obedience","well-behaved","Unsure","Yes","Hillary Clinton",0,5,"Democratic",5,6,0,10,0,"L2"
"Female","Female","No","Medium City","White","Christian",7,3.9,5,1,0,0,17,3,2,5,5,115,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",0,5,"Republican",2,9,0,100,7,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",4,3.3,1,0,4,2,15,7,3,4,5,70,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",0,3,"Democratic",5,8,20,70,1,"L2"
"Female","Female","No","Big City Subrub","White","Christian",9,3.7,0,0,3,1,15,4,2,6,0,45,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Gary Johnson",0,5,"Independent",7,9,0,70,10,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.4,20,40,0,0,13,1,3,5,2,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",1,5,"Libertarian",7,10,0,80,8,"L2"
"Female","Female","No","Small Town","White","Jewish",1,3.5,8,20,1,0,16,2,4,30,5,240,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Chose not to vote",0,2,"Democratic",4,5,0,100,10,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.5,14,10,1,1,14,3,4,5,5,50,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Republican",5,8,0,100,8,"L2"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",5,3,24,10,1,1,14,15,3,2,5,3000,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Other",5,10,10,60,4,"L2"
"Male","Male","No","Big City","Black","Christian",8,1,9,0,12,1,9,3,1,7,2,999,"independence","good manners","obedience","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,0,"Democratic",10,10,40,50,8,"L2"
"Male","Male","Yes","Medium City","White","Christian",5,3.4,9,25,1,0,14,3,3,8,9,100,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",8,9,"Republican",5,9,0,80,4,"L2"
"Male","Male","No","Small Town","White","Christian",2,2.7,5,3,1,1,13,2,4,4,8,82,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",10,7,"Republican",6,10,0,100,8,"L2"
"Female","Female","No","Big City","Hispanic","Christian",7,1.5,10,2,1,2,15,1,8,4,3,75,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,8,5,40,4,"L2"
"Female","Female","No","Big City","Black","Religious but not one of the above",5,2.5,3,1,8,1,16,1,2,3,8,150,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",7,10,40,50,8,"L2"
"Female","Female","No","Big City","White","Atheist",0,3,0,1,2,1,13,3,2,3,5,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",4,3,10,90,1,"L2"
"Male","Male","No","Big City Subrub","Other","Christian",9,3.8,0,0,0,0,18,7,0,8,0,100,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",10,10,"Republican",3,9,0,80,10,"L2"
