"gender","greek","homeTown","highSchool","age","major","ethnicity","belief","religion","religious","expectedIncome","followElection","president","liberal","environment","terrorism","economicInequality","racism","genderEquality","security","familyVal","gunControl","taxes","bigMoney","illegalImmigrants","farRightPol","farLeftPol","religiousFanatics","terrorists","foreignPowers","notVote","politicalParty","voteMar","voteNov","gradeVsLearning","parentRelationship","workHr","tuition","voteParent"
"Male","No","Medium City","Yes",19,"dgs","Asian","None of the above","Atheist",0,65,"some","Bernie Sanders",5,1,2,1,3,1,6,6,2,7,6,7,9,5,9,5,10,3,"Democrat",5,7,8,9,20,80,"No"
"Female","No","Big City","Yes",19,"Psychology","Black","Creationism","Christian",6,70,"some","Unsure",3,7,8,10,10,10,6,3,10,8,9,2,9,0,2,8,9,5,"Democrat",5,10,5,8,10,10,"Yes"
"Female","No","Medium City","Yes",18,"Psychology","Black","Creationism","Christian",8,10000,"some","Unsure",5,6,10,8,10,10,5,5,6,10,9,5,5,6,8,4,6,5,"Independent",3,4,6,10,10,70,"Unsure"
"Female","No","Medium City","Yes",19,"DGS","Asian","None of the above","Agnostic",2,1000,"some","Unsure",5,8,9,7,9,7,4,3,10,6,9,6,5,5,5,10,7,1,"Republican",-1,-1,5,8,0,100,"Unsure"
"Male","No","Big City Subrub","Yes",20,"Technical Systems Management","Asian","Divine Guidance","Christian",8,80,"some","Bernie Sanders",6,9,7,10,8,10,3,8,2,3,10,4,10,10,10,10,8,0,"Other",4,7,9,7,0,70,"No"
"Female","No","Big City Subrub","Yes",18,"Math","Hispanic","Evolution","Atheist",0,150,"very closely","Bernie Sanders",2,8,1,8,10,8,6,0,7,5,8,1,0,0,10,2,2,7,"Democrat",10,10,3,10,0,60,"No"
"Female","Yes","Small Town","Yes",19,"Speech and Hearing Science","White","Evolution","Agnostic",0,100,"closely","Bernie Sanders",3,2,7,9,10,7,4,4,2,5,9,2,7,4,2,4,4,2,"Democrat",0,10,9,8,20,30,"No"
"Female","No","Big City","No",19,"undeclared","Hispanic","Evolution","Other Religion",4,90,"closely","Bernie Sanders",3,6,5,10,10,10,4,4,10,6,10,0,2,2,0,0,4,10,"Independent",8,8,5,8,0,10,"Yes"
"Male","No","Big City Subrub","Yes",18,"Pre-Pharmacy","Other","Evolution","Atheist",0,110,"closely","Bernie Sanders",4,7,8,9,10,9,3,1,3,1,10,1,5,5,9,10,8,10,"Democrat",10,10,7,7,0,100,"Unsure"
"Female","No","Big City","Yes",18,"BUSINESS","Asian","None of the above","Other Religion",5,500,"Not at all","Unsure",4,10,6,9,5,10,10,10,10,10,6,6,6,6,6,6,7,5,"Other",-1,-1,9,10,40,30,"No"
"Male","Yes","Big City Subrub","Yes",19,"Poly Sci/Comm","White","Divine Guidance","Christian",6,130,"closely","Hillary Clinton",6,0,1,2,3,4,5,6,7,8,5,5,5,5,4,10,4,6,"Republican",3,8,8,8,20,70,"Unsure"
"Female","No","Big City","Yes",20,"Integrative Biology","Hispanic","None of the above","Other Religion",7,258,"some","Hillary Clinton",5,9,9,9,7,7,7,5,9,8,7,1,5,5,3,10,5,3,"Democrat",7,10,0,7,0,10,"Yes"
"Female","No","Big City","No",18,"Spanish","Black","Creationism","Muslim",10,100,"some","Bernie Sanders",3,9,10,10,10,8,8,7,8,7,9,0,6,6,5,5,4,2,"Democrat",5,7,7,9,0,0,"Yes"
"Female","No","Big City Subrub","No",18,"Psychology","Asian","Divine Guidance","Christian",7,60,"closely","Bernie Sanders",1,9,1,10,10,10,0,0,9,3,10,0,7,3,5,0,1,9,"Democrat",10,10,4,3,5,100,"Yes"
"Female","No","Small Town","Yes",18,"Graphic Design","White","Creationism","Christian",8,40,"some","Bernie Sanders",5,7,8,7,7,6,5,4,6,6,9,4,7,5,6,10,8,3,"Democrat",3,10,6,7,0,90,"Yes"
"Male","Yes","Medium City","Yes",18,"Kinesiology","Asian","Divine Guidance","Christian",6,300,"some","Bernie Sanders",4,10,10,8,10,8,6,6,5,6,10,2,7,7,5,10,7,5,"Democrat",10,10,10,10,0,30,"Unsure"
"Female","No","Big City Subrub","Yes",19,"Political Science","Black","Creationism","Christian",5,150,"some","Bernie Sanders",8,6,10,8,10,9,7,9,10,6,7,4,6,6,7,9,7,8,"Democrat",8,10,4,8,0,100,"Yes"
"Male","Yes","Big City","Yes",19,"technical system management","Hispanic","Divine Guidance","Other Religion",6,100,"some","Bernie Sanders",5,9,3,8,7,4,10,5,2,6,10,3,6,7,4,9,4,8,"Democrat",-1,-1,5,10,0,10,"Yes"
"Female","No","Big City Subrub","Not Sure",21,"Community Health","Black","Creationism","Christian",10,200,"closely","Bernie Sanders",5,4,8,10,10,10,3,5,10,3,7,0,10,0,0,10,8,10,"Democrat",10,10,5,10,0,0,"Yes"
"Male","Yes","Big City Subrub","Yes",19,"undecided","White","Evolution","Agnostic",0,100,"some","Bernie Sanders",2,7,10,3,10,10,3,0,3,10,7,1,8,5,10,10,7,8,"Independent",0,10,10,2,25,30,"No"
"Female","Yes","Big City Subrub","Yes",19,"Undecided","White","Divine Guidance","Christian",8,75,"some","Donald Trump",4,10,10,10,10,10,10,10,10,10,9,9,9,9,8,10,10,8,"Democrat",5,5,8,10,0,100,"Yes"
"Female","No","Big City","No",19,"Political Science","White","Divine Guidance","Christian",5,100,"very closely","Hillary Clinton",5,10,10,10,5,10,10,5,10,5,8,7,4,4,8,8,4,8,"Independent",10,10,5,10,0,50,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Undeclared","White","Creationism","Christian",7,75,"some","John Kacich",9,3,10,5,9,9,10,10,5,10,10,10,10,10,5,10,10,10,"Republican",8,8,5,10,0,100,"Yes"
"Female","No","Small Town","Not Sure",19,"Kinesiology","White","None of the above","Christian",10,70,"closely","John Kacich",5,6,8,5,4,2,3,10,7,9,7,3,6,5,0,10,9,8,"Independent",0,10,8,10,0,100,"No"
"Female","No","Big City","Yes",19,"Environmental Sustainability","Hispanic","Evolution","Christian",5,30,"some","Bernie Sanders",5,10,10,10,10,10,10,5,10,7,10,0,5,8,0,2,2,7,"Democrat",10,10,7,10,0,20,"Yes"
"Male","No","Big City Subrub","Yes",19,"Community Health","White","Creationism","Christian",5,80,"some","Ted Cruz",7,8,7,10,5,0,2,9,3,1,2,5,0,4,7,9,1,6,"Republican",1,8,8,7,5,70,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"undeclared","White","Evolution","Christian",3,100,"some","Bernie Sanders",2,9,8,8,10,10,5,1,4,7,7,3,0,0,0,0,2,5,"Democrat",5,9,2,10,0,80,"Yes"
"Female","Yes","Big City Subrub","No",18,"Human Development and Family Studies","White","Creationism","Christian",4,60,"some","Bernie Sanders",5,10,10,10,6,10,10,9,10,10,8,8,8,9,9,10,10,10,"Republican",9,9,9,7,30,0,"Yes"
"Other","No","Big City","Not Sure",20,"East Asian Languages and Cultures","Other","None of the above","Other Religion",3,30,"some","Bernie Sanders",0,10,4,10,10,10,5,0,5,6,10,0,5,5,10,4,3,10,"Independent",0,10,7,4,20,0,"No"
"Female","No","Big City Subrub","Yes",21,"Undeclared","Asian","Creationism","Christian",8,80,"some","Bernie Sanders",8,1,2,2,2,2,5,9,8,8,4,5,3,3,6,9,5,4,"Democrat",7,5,5,4,5,100,"No"
"Male","No","Big City Subrub","Yes",19,"undecided","Asian","None of the above","Muslim",2,250,"closely","Bernie Sanders",4,8,2,7,3,0,0,4,5,2,10,0,8,0,4,0,0,10,"Independent",8,6,5,0,0,100,"Unsure"
"Male","Yes","Small Town","Not Sure",20,"Technical Systems Management (TSM)","White","Divine Guidance","Christian",7,90,"very closely","Ted Cruz",8,1,10,1,8,0,10,8,0,10,5,8,2,10,3,8,7,0,"Republican",8,10,7,8,20,20,"Unsure"
"Female","No","Big City","Yes",19,"Kinesiology","Hispanic","Divine Guidance","Other Religion",7,80,"closely","Bernie Sanders",3,4,2,7,9,10,10,7,5,8,10,0,7,7,3,5,6,10,"Democrat",10,0,8,6,15,10,"No"
"Female","No","Big City Subrub","Yes",19,"FSHN","Other","Divine Guidance","Christian",3,140,"very closely","Bernie Sanders",3,6,4,7,6,8,3,3,5,6,10,1,2,4,3,3,3,6,"Independent",10,10,5,8,0,100,"Unsure"
"Female","Yes","Big City Subrub","Yes",18,"DGS","White","Evolution","Other Religion",3,120,"some","Donald Trump",5,7,7,8,8,10,7,10,3,3,10,1,8,8,6,5,4,2,"Democrat",1,1,2,10,0,80,"No"
"Male","Yes","Small Town","Yes",20,"TSM","Other","Evolution","Agnostic",1,150,"some","Unsure",5,7,7,6,5,5,6,2,6,10,3,5,4,3,4,6,5,6,"Democrat",2,2,5,5,0,90,"Yes"
"Female","Yes","Big City Subrub","Not Sure",18,"undeclared","White","None of the above","Christian",3,55,"some","Bernie Sanders",3,7,7,6,9,8,5,1,8,5,8,0,4,4,9,5,5,10,"Democrat",7,7,7,7,0,60,"Yes"
"Female","Yes","Small Town","In some classes",20,"Elementary Education","White","Evolution","Atheist",0,70,"some","Bernie Sanders",3,10,8,8,9,9,5,0,6,8,10,1,9,2,3,7,3,7,"Independent",10,10,5,10,0,100,"Yes"
"Male","No","Big City","Yes",20,"faa","Asian","None of the above","Atheist",5,500,"some","Donald Trump",5,2,3,3,4,7,7,8,2,5,2,8,10,8,3,3,4,5,"Independent",0,0,10,10,0,30,"Yes"
"Male","Yes","Small Town","Yes",19,"Kinesiology","White","Creationism","Christian",5,75,"closely","Marco Rubio",6,3,6,2,7,6,7,8,9,8,3,6,2,2,2,9,3,1,"Republican",1,5,5,7,0,80,"Unsure"
"Female","Yes","Medium City","Yes",20,"I-Health","Hispanic","Divine Guidance","Christian",5,90,"closely","Hillary Clinton",0,10,10,10,10,9,10,0,8,1,10,0,10,0,10,10,0,6,"Democrat",10,10,4,10,15,100,"No"
"Female","Yes","Big City Subrub","Yes",20,"SHS","White","Evolution","Jewish",1,55,"some","John Kacich",5,6,6,5,6,6,5,4,5,6,6,4,6,6,7,6,6,5,"Other",8,10,2,10,0,100,"No"
"Female","No","Big City","Yes",18,"Chemistry","Hispanic","Evolution","Christian",4,150,"some","Bernie Sanders",5,5,8,10,9,9,10,7,8,7,8,2,5,5,6,8,8,4,"Independent",7,8,1,7,0,90,"Yes"
"Female","No","Big City","Yes",18,"History","Black","Creationism","Christian",8,100,"closely","Bernie Sanders",5,4,10,10,10,10,5,8,10,10,7,3,6,5,0,8,6,7,"Independent",10,10,1,7,10,90,"No"
"Female","Yes","Big City Subrub","Yes",18,"Undecided","White","Creationism","Christian",7,70,"closely","Donald Trump",8,2,8,7,7,10,8,6,5,8,4,7,3,10,0,10,10,10,"Republican",10,10,7,8,10,70,"Yes"
"Female","Yes","Big City Subrub","Not Sure",18,"Advertising","White","Evolution","Christian",3,600,"very closely","Bernie Sanders",0,6,5,10,10,10,3,2,10,6,7,2,10,2,10,5,2,9,"Democrat",10,10,4,8,0,100,"Yes"
"Female","Yes","Medium City","Yes",19,"Speech and Hearing Science","Other","Divine Guidance","Christian",8,100,"some","Bernie Sanders",4,10,10,5,5,5,2,9,3,10,2,7,7,4,0,9,4,2,"Republican",7,7,2,7,10,40,"No"
"Male","No","Big City Subrub","Not Sure",19,"Graphic Design","White","Divine Guidance","Christian",2,80,"very closely","John Kacich",5,7,8,5,4,4,5,4,4,7,5,3,10,10,2,7,5,5,"Republican",9,10,7,10,0,70,"Unsure"
"Female","Yes","Big City","Not Sure",18,"MCB","White","Evolution","Atheist",0,100,"some","Bernie Sanders",9,1,6,5,7,7,1,3,7,7,2,2,7,7,1,9,5,5,"Republican",0,8,4,10,0,10,"Unsure"
"Male","No","Medium City","Yes",21,"Computer Engineering","Asian","Evolution","Christian",3,30,"some","Bernie Sanders",3,7,7,9,9,8,3,2,7,6,8,2,7,7,7,5,2,9,"Democrat",-1,-1,5,5,0,100,"Yes"
"Male","No","Small Town","Yes",19,"Psychlogy","White","Evolution","Atheist",0,80,"some","Bernie Sanders",5,6,8,5,10,9,7,5,4,6,5,5,5,5,2,8,6,5,"Republican",7,7,5,8,0,100,"No"
"Female","No","Big City Subrub","Not Sure",19,"Journalism","White","Divine Guidance","Christian",7,70,"some","Bernie Sanders",4,10,10,10,10,10,5,7,6,5,6,3,5,5,6,5,5,3,"Independent",-1,10,7,10,20,100,"Yes"
"Male","Yes","Medium City","Yes",18,"undecided","White","Divine Guidance","Christian",7,10000,"Not at all","Unsure",3,7,7,6,2,9,7,3,8,5,6,8,7,8,7,7,6,5,"Independent",8,5,8,10,20,80,"Unsure"
"Female","No","Big City Subrub","Not Sure",19,"Food Science Human Nutrition","Asian","Evolution","Atheist",0,90,"some","Unsure",8,4,7,6,9,8,3,2,5,1,1,6,2,4,8,3,7,5,"Republican",5,5,8,7,0,100,"Yes"
"Female","No","Big City","Yes",20,"dgs","Asian","Evolution","Other Religion",6,100,"Not at all","Unsure",5,8,10,10,7,8,4,4,9,10,10,4,5,5,5,10,10,1,"Independent",0,0,10,9,0,20,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",19,"Global Studies","White","Evolution","Atheist",0,200,"very closely","Donald Trump",5,6,10,0,7,8,10,0,3,5,6,6,10,10,10,10,5,0,"Republican",10,10,5,9,10,100,"No"
"Female","No","Big City Subrub","Not Sure",19,"Psychology","White","Evolution","Atheist",0,57,"some","Hillary Clinton",2,10,8,9,10,10,5,2,10,5,7,0,10,2,10,4,4,9,"Democrat",9,10,8,8,0,100,"Yes"
"Male","Yes","Big City Subrub","Yes",20,"Finance","White","Divine Guidance","Christian",3,150,"some","Donald Trump",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Republican",5,6,5,4,15,50,"Yes"
"Male","No","Small Town","Yes",19,"Undecided","White","Divine Guidance","Agnostic",4,60,"closely","Bernie Sanders",1,8,6,5,6,6,3,3,9,10,10,3,9,3,6,1,0,9,"Democrat",8,10,6,9,0,10,"No"
"Male","Yes","Medium City","Not Sure",19,"Undeclared","White","Divine Guidance","Christian",10,85,"very closely","John Kacich",7,7,9,4,6,5,7,8,2,9,8,7,9,10,6,8,6,8,"Republican",10,10,3,10,15,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Mathematics","White","Divine Guidance","Christian",8,150,"closely","Bernie Sanders",3,9,9,5,6,3,3,8,8,7,9,2,9,9,3,6,1,4,"Democrat",-1,-1,7,8,5,100,"Yes"
"Female","No","Big City Subrub","Not Sure",18,"Elementary Education","White","Divine Guidance","Christian",8,50,"some","Marco Rubio",5,6,8,10,10,10,9,5,8,8,8,1,6,5,8,6,8,3,"Republican",7,10,4,9,10,20,"No"
"Female","No","Big City","Yes",20,"psychology","Asian","Evolution","Buddhist",8,120,"some","Hillary Clinton",5,4,10,7,7,9,3,0,5,7,7,4,3,6,6,10,3,5,"Republican",-1,-1,3,7,15,100,"Unsure"
"Female","No","Big City Subrub","Yes",20,"Political Science and Global Studies","Asian","Divine Guidance","Christian",8,160,"very closely","Bernie Sanders",8,10,8,10,10,10,6,1,10,5,10,0,5,5,7,6,5,2,"Democrat",10,10,5,10,20,60,"Yes"
"Male","No","Big City Subrub","Yes",20,"Industrial Engineer","White","Evolution","Christian",4,70,"some","Bernie Sanders",5,8,2,9,6,0,4,6,0,8,10,2,6,5,8,3,2,9,"Democrat",0,0,7,8,0,100,"Unsure"
"Male","Yes","Big City","Yes",20,"Journalism","Asian","Evolution","Other Religion",6,10,"Not at all","Bernie Sanders",3,7,10,6,10,3,3,5,9,5,10,4,7,7,4,4,8,8,"Independent",-1,-1,3,6,0,100,"Unsure"
"Female","Yes","Small Town","No",19,"Community Health","White","Divine Guidance","Christian",1,90,"some","Bernie Sanders",3,7,10,10,8,10,4,3,6,5,8,6,10,4,8,10,7,1,"Democrat",8,10,2,4,0,100,"No"
"Male","No","Big City","Not Sure",19,"Political Science","White","Divine Guidance","Christian",8,85,"very closely","Marco Rubio",6,5,9,8,7,5,7,6,6,7,7,4,9,9,8,5,6,10,"Republican",10,10,9,10,10,10,"Yes"
"Female","No","Big City","Yes",20,"Food Science","Black","Divine Guidance","Christian",5,1000,"some","Bernie Sanders",5,1,4,5,10,6,3,2,9,6,1,2,3,4,5,6,7,8,"Democrat",10,10,0,5,40,0,"Yes"
"Male","No","Big City","Yes",18,"DGS","Hispanic","Creationism","Christian",5,60,"some","Bernie Sanders",2,9,9,8,9,8,10,6,8,8,10,1,5,5,5,6,5,10,"Democrat",10,10,8,7,10,60,"Yes"
"Male","No","Big City","Yes",21,"advertising","Asian","None of the above","Atheist",0,60,"some","Unsure",6,7,9,7,6,6,9,7,9,8,6,8,8,8,8,10,8,6,"Other",-1,-1,2,7,0,100,"Unsure"
"Male","No","Big City","Yes",23,"Maths & CS","Asian","Evolution","Buddhist",2,500,"some","Donald Trump",5,9,8,7,5,3,1,1,5,7,9,1,3,3,6,2,3,2,"Republican",-1,-1,3,8,0,100,"Unsure"
"Female","No","Medium City","Yes",19,"Undecided","Asian","None of the above","Christian",8,15,"some","Bernie Sanders",3,8,9,6,6,7,7,5,7,7,6,5,5,5,8,9,7,4,"Independent",7,7,4,4,0,100,"Yes"
"Female","No","Big City Subrub","Yes",20,"Social Work","White","None of the above","Other Religion",2,100,"some","Marco Rubio",5,7,7,5,7,8,4,4,7,7,4,2,5,5,5,3,5,0,"Independent",0,0,4,4,0,100,"No"
"Female","Yes","Big City Subrub","Not Sure",18,"DGS","White","Divine Guidance","Christian",5,100,"some","Donald Trump",7,4,8,6,3,7,7,6,4,8,5,5,0,0,0,8,7,2,"Republican",8,7,4,10,0,0,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Psychology","White","Evolution","Agnostic",0,70,"some","Hillary Clinton",3,8,9,5,5,6,5,3,7,5,5,5,8,3,5,5,5,1,"Democrat",8,10,3,8,0,100,"Yes"
"Female","No","Big City Subrub","No",19,"Psychology","Asian","Evolution","Christian",3,80,"some","Bernie Sanders",5,7,8,8,10,10,7,8,8,8,9,4,7,7,5,6,6,9,"Democrat",10,10,5,7,10,10,"Yes"
"Female","No","Big City","Not Sure",18,"business","Asian","Divine Guidance","Christian",2,500,"some","Bernie Sanders",1,9,7,6,7,7,4,0,3,6,6,3,5,0,7,6,0,5,"Democrat",-1,-1,3,3,0,100,"No"
"Female","Yes","Big City Subrub","Yes",19,"psychology","White","Evolution","Christian",3,120,"some","Unsure",3,7,7,4,5,8,5,5,5,6,9,5,9,8,6,9,5,6,"Other",1,3,4,7,0,40,"Unsure"
"Female","No","Big City Subrub","Yes",22,"Global Studies","White","Evolution","Agnostic",1,90,"some","Marco Rubio",6,5,8,3,0,0,4,0,0,9,3,0,5,5,1,9,9,0,"Independent",0,5,7,10,10,50,"Unsure"
"Male","No","Big City","Not Sure",26,"Statistics","Asian","Creationism","Christian",7,300,"closely","Bernie Sanders",7,0,6,9,10,5,3,10,6,6,8,2,3,3,5,6,3,10,"Democrat",-1,-1,3,8,0,100,"Unsure"
"Female","No","Medium City","Yes",18,"Journalism","White","Evolution","Agnostic",0,50,"closely","Bernie Sanders",0,7,6,10,10,10,6,0,5,10,10,2,10,0,10,8,6,10,"Democrat",10,10,8,3,5,30,"No"
"Female","Yes","Big City Subrub","Not Sure",18,"Psychology","White","Evolution","Christian",6,50,"closely","John Kacich",4,7,9,4,6,6,2,2,5,3,8,0,6,4,6,6,2,2,"Democrat",3,7,7,9,0,100,"No"
"Female","Yes","Big City Subrub","Yes",18,"Biology","Asian","Evolution","Christian",2,250,"some","Unsure",5,8,10,2,7,9,8,0,0,8,5,5,5,5,10,10,10,5,"Independent",0,4,5,5,0,100,"No"
"Female","Yes","Medium City","Yes",19,"marketing","Hispanic","Divine Guidance","Christian",3,56,"very closely","Bernie Sanders",1,7,5,5,10,10,9,2,8,6,10,2,1,1,1,1,1,10,"Democrat",10,10,3,10,0,100,"No"
"Female","No","Big City Subrub","Yes",18,"Computer Science","Asian","Divine Guidance","Hindu",5,250,"closely","Bernie Sanders",3,8,10,6,10,10,6,2,10,8,10,2,5,5,8,10,2,8,"Democrat",10,10,5,10,0,100,"Yes"
"Female","Yes","Big City Subrub","No",18,"Earth, Society, and Environmental Sustainability","White","Divine Guidance","Christian",4,100,"closely","Donald Trump",6,8,8,5,9,9,6,0,3,4,4,5,10,10,7,7,2,8,"Republican",6,10,8,10,15,100,"Yes"
"Female","No","Big City","Yes",19,"Psychology","Other","Divine Guidance","Christian",5,100,"some","Bernie Sanders",4,10,6,8,10,10,4,10,9,6,9,2,6,6,2,8,6,6,"Democrat",5,10,10,10,0,0,"No"
"Female","No","Big City Subrub","Yes",19,"psychology","Asian","Divine Guidance","Hindu",8,750,"very closely","Donald Trump",5,3,10,6,10,10,3,10,2,10,0,7,3,3,6,10,10,2,"Republican",10,10,0,10,20,100,"Unsure"
"Male","No","Medium City","In some classes",19,"communication","Asian","Divine Guidance","Christian",10,1,"Not at all","Unsure",2,6,10,6,10,6,3,3,10,10,10,10,10,10,3,10,10,5,"Other",-1,-1,3,8,0,100,"Unsure"
"Male","No","Medium City","Yes",19,"history","White","Divine Guidance","Christian",8,200,"closely","John Kacich",9,5,5,5,0,8,8,10,0,10,2,5,5,10,9,10,7,10,"Republican",10,10,8,7,10,80,"No"
"Male","Yes","Big City Subrub","Yes",19,"Finance","White","Evolution","Christian",3,200,"some","Ted Cruz",8,2,8,4,8,5,5,6,2,6,7,3,5,5,3,7,5,2,"Republican",6,9,10,7,0,100,"Yes"
"Female","No","Medium City","Yes",19,"animal science pre-vet","White","Evolution","Other Religion",3,650,"some","Bernie Sanders",5,6,6,8,8,10,7,4,5,8,10,6,10,5,8,5,5,9,"Democrat",4,10,6,5,0,40,"No"
"Female","No","Big City Subrub","Not Sure",21,"Political Science","Asian","Divine Guidance","Hindu",6,120,"very closely","John Kacich",5,7,10,4,3,4,5,3,4,5,4,3,10,10,10,10,7,10,"Independent",10,10,5,9,0,100,"Unsure"
"Female","Yes","Big City Subrub","Yes",20,"Math Education","White","Divine Guidance","Christian",3,60,"some","Bernie Sanders",3,8,7,6,9,10,3,2,4,5,9,3,8,6,4,7,10,5,"Democrat",0,5,4,8,0,100,"No"
"Female","Yes","Big City Subrub","Not Sure",19,"Business","White","Creationism","Christian",7,70,"closely","Bernie Sanders",4,9,8,9,10,10,6,5,2,9,9,5,9,5,5,9,6,9,"Democrat",8,10,5,9,10,50,"Unsure"
"Male","Yes","Big City Subrub","Yes",20,"HDFS","Hispanic","Divine Guidance","Christian",4,120,"closely","Bernie Sanders",3,10,9,3,8,1,4,7,5,3,2,5,3,4,6,10,9,2,"Democrat",9,10,6,5,25,70,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Human Development and Family Studies","White","None of the above","Christian",3,50,"closely","Ted Cruz",9,2,8,4,5,6,8,7,4,6,5,7,3,6,3,9,6,4,"Republican",5,10,3,8,0,100,"Yes"
"Female","No","Big City Subrub","Yes",20,"Elementary Education","Black","Creationism","Christian",7,900,"some","Bernie Sanders",5,8,9,5,10,7,6,4,2,3,5,2,0,4,1,10,6,3,"Democrat",10,10,10,8,20,80,"Yes"
"Male","Yes","Medium City","Yes",20,"Kinesiology","White","Evolution","Christian",5,80,"closely","Marco Rubio",6,7,6,6,5,7,6,4,3,4,8,5,5,5,4,6,5,7,"Republican",8,10,9,10,0,50,"Yes"
"Female","No","Big City Subrub","In some classes",18,"Spanish Education","White","Divine Guidance","Jewish",8,100,"some","John Kacich",8,2,3,5,4,5,8,5,0,6,1,7,3,3,6,10,4,6,"Republican",5,8,3,7,0,90,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Elementary Education","White","Divine Guidance","Christian",8,50,"some","Hillary Clinton",5,7,9,6,6,5,5,6,8,5,7,7,7,7,8,7,8,8,"Democrat",10,10,5,7,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"Community Health","Hispanic","Evolution","Christian",4,200,"some","Bernie Sanders",3,8,10,10,10,10,5,7,5,10,10,0,10,10,5,7,10,10,"Democrat",10,10,6,7,10,100,"Yes"
"Female","No","Big City Subrub","Yes",18,"Kinesiology","Asian","Creationism","Christian",7,90,"some","Bernie Sanders",5,7,7,7,6,6,6,3,6,4,7,2,4,8,2,8,5,8,"Democrat",2,3,5,8,0,100,"Yes"
"Male","Yes","Big City","Yes",20,"TSM","Hispanic","Creationism","Christian",8,120,"some","Bernie Sanders",5,8,6,8,8,5,10,8,6,6,8,1,5,5,5,5,5,8,"Democrat",5,5,5,8,0,10,"Yes"
"Female","No","Big City","Yes",19,"math+cs","Asian","Evolution","Atheist",2,120,"some","Donald Trump",5,8,8,9,7,6,9,5,8,8,8,9,5,5,5,6,5,1,"Republican",0,5,5,8,15,90,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Psychology","White","Creationism","Christian",2,60,"closely","Hillary Clinton",3,7,9,4,6,8,5,3,8,8,5,3,3,3,4,10,5,3,"Democrat",5,8,3,9,0,90,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Psychology","White","Divine Guidance","Christian",4,90,"some","Unsure",5,3,8,5,8,9,6,4,5,7,4,5,4,4,4,7,4,2,"Republican",0,10,4,9,0,100,"Yes"
"Male","No","Big City","Not Sure",21,"Stat","Asian","None of the above","Buddhist",1,2000,"Not at all","Unsure",0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,2,"Other",0,0,8,8,0,100,"No"
"Female","No","Big City Subrub","Yes",19,"Advertising","White","Divine Guidance","Christian",5,110,"closely","Bernie Sanders",5,7,7,6,5,7,7,5,3,6,4,4,5,5,5,9,8,6,"Independent",0,10,6,9,0,100,"Yes"
"Female","No","Big City Subrub","Yes",19,"Kinesiology","White","Divine Guidance","Christian",8,80,"closely","Marco Rubio",8,1,5,3,5,5,5,10,0,8,9,10,6,7,3,5,4,2,"Republican",10,10,5,10,0,80,"Yes"
"Male","Yes","Big City Subrub","Not Sure",18,"Undeclared","White","Evolution","Agnostic",1,100,"closely","John Kacich",7,8,9,3,9,8,9,5,5,5,4,5,0,0,2,8,7,10,"Republican",10,10,6,8,0,70,"No"
"Female","Yes","Big City Subrub","Yes",18,"DGS","White","Evolution","Agnostic",0,100,"some","John Kacich",4,7,10,7,10,10,10,4,2,9,9,10,5,5,8,10,8,9,"Independent",8,9,6,10,0,100,"Yes"
"Male","No","Medium City","Yes",19,"Broadcast Journalism","White","Divine Guidance","Christian",7,800,"very closely","Bernie Sanders",6,9,5,7,7,7,2,1,4,5,9,2,5,5,5,10,9,10,"Democrat",10,10,5,7,35,10,"No"
"Female","No","Small Town","Yes",19,"psychology","Asian","None of the above","Hindu",5,200,"some","Hillary Clinton",0,5,10,9,9,9,10,8,8,7,2,4,9,4,8,7,5,5,"Other",5,9,8,8,0,100,"Unsure"
"Male","Yes","Big City Subrub","Yes",19,"communication","White","Divine Guidance","Christian",6,17,"very closely","John Kacich",7,7,8,7,6,6,7,8,6,9,8,7,6,9,3,8,8,4,"Republican",10,10,2,8,15,70,"No"
"Female","No","Big City","Yes",20,"Community Health","Hispanic","Evolution","Christian",2,70,"some","Bernie Sanders",2,6,6,10,10,8,10,5,4,6,10,2,3,3,4,9,8,8,"Democrat",9,8,3,9,20,0,"Yes"
"Male","No","Small Town","Yes",22,"Sociology","White","Divine Guidance","Christian",6,75,"some","Donald Trump",9,0,8,8,5,4,8,10,0,5,0,0,0,0,0,0,0,0,"Republican",3,10,0,10,0,0,"Yes"
"Female","No","Small Town","Yes",18,"MCB","Hispanic","Divine Guidance","Other Religion",10,600,"some","Bernie Sanders",0,3,2,2,10,6,10,5,8,7,4,3,3,7,8,2,5,5,"Democrat",4,7,3,5,20,10,"No"
"Female","Yes","Small Town","Yes",20,"HDFS","White","Divine Guidance","Other Religion",5,100,"closely","Bernie Sanders",5,6,10,10,10,10,7,6,7,5,8,7,8,8,8,9,7,7,"Democrat",9,10,5,10,0,100,"No"
