"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",7,28,4,8,10,0,0,"18","high school",11,"3",5,5,10000,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",2,10,10,50,7,"L1"
"Male","Male","No","Small Town","Other","Christian",2,17,2.9,3,3,40,4,"14","college",1,"2",4,3,100,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",9,"Republican",9,10,0,0,10,"L1"
"Female","Female","No","Big City","Asian","Agnostic",1,31,3.8,1,0,0,2,"17","high school",2,"2",5,3,60,"respect for their elders","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",4,"Other",6,8,0,90,8,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,33,4,10,10,0,0,"still waiting","college",1,"1",4,4,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",5,8,0,100,7,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,25,3.7,12,10,3,2,"12","college",2,"8",14,7,75,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Gary Johnson",5,"Libertarian",6,10,0,100,6,"L1"
"Female","Female","No","Big City Subrub","Asian","Christian",10,25,3.8,0,0,0,0,"still waiting","high school",4,"6",16,3,70,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",7,"Other",5,6,15,90,10,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,25,3.6,17,32,4,0,"15","high school",1,"3",13,6,150,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Republican",6,7,0,90,4,"L1"
"Female","Female","No","Big City Subrub","White","Atheist",1,30,3.5,0,0,0,0,"18","college",2,"3",7,3,50,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",7,9,20,50,7,"L1"
"Female","Female","No","Big City","White","Christian",0,27,3.8,0,0,0,0,"still waiting","lower grades",1,"4",12,6,80,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",0,"Democratic",4,9,0,20,7,"L1"
"Female","Female","No","Small Town","White","Christian",9,28,3.3,10,15,0,0,"still waiting","college",2,"4",3,5,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",5,"Independent",4,10,5,50,8,"L1"
"Male","Male","No","Big City","White","Christian",7,30,2.8,6,20,1,1,"15","college",1,"1",2,10,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",9,"Independent",1,9,25,10,10,"L1"
"Male","Male","Yes","Big City Subrub","White","Jewish",7,31,3.2,14,30,1,0,"16","college",2,"3",5,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",8,"Democratic",3,4,0,100,0,"L1"
"Female","Female","No","Big City","Hispanic","Christian",5,24,4,2,0,0,0,"14","high school",7,"2",3,8,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,10,0,100,5,"L1"
"Female","Female","No","Big City","Hispanic","Christian",8,20,3.5,5,5,2,1,"14","college",18,"10 or more",2,5,95,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",8,10,0,20,10,"L1"
"Male","Male","No","Big City Subrub","Asian","Hindu",8,26,3.7,4,2,1,2,"16","college",1,"3",4,7,120,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",5,"Democratic",8,9,0,100,8,"L1"
"Female","Female","No","Big City Subrub","Asian","Christian",8,29,3.5,0,0,0,1,"13","college",2,"4",4,5,20,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",4,"Democratic",6,8,0,60,1,"L1"
"Male","Male","No","Big City Subrub","Asian","Muslim",5,21,3.7,0,0,0,0,"17","middle school",10,"10 or more",4,8,450,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Other",8,6,45,60,8,"L1"
"Male","Male","No","Small Town","White","Christian",7,24,3.4,3,8,1,1,"13","high school",3,"0",6,5,200,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",7,"Independent",7,9,0,0,6,"L1"
"Female","Female","No","Big City Subrub","White","Atheist",0,27,3.2,0,0,0,0,"still waiting","college",1,"5",5,7,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",4,2,0,100,0,"L1"
"Male","Male","No","Big City Subrub","White","Christian",6,24,3.8,8,8,0,1,"17","high school",3,"1",1,8,100,"respect for their elders","good manners","obedience","well-behaved","Marco Rubio","Donald Trump",7,"Republican",3,8,0,10,4,"L1"
"Female","Female","No","Medium City","White","Atheist",0,24,3.6,3,0,7,1,"14","kindergarten",2,"5",5,5,95,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Independent",5,3,20,90,6,"L1"
"Male","Male","No","Big City Subrub","White","Christian",2,29,3.4,12,14,2,1,"18","high school",2,"2",9,10,99999,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",9,"Republican",0,7,0,0,7,"L1"
"Female","Female","No","Small Town","White","Christian",5,21,3.1,5,10,5,3,"14","college",50,"7",10,5,110,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",7,"Independent",7,4,0,0,5,"L1"
"Female","Female","No","Big City","Black","Agnostic",1,27,2.8,4,6,5,2,"12","college",1,"1",3,4,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",6,6,0,0,9,"L1"
"Male","Male","No","Medium City","Other","Muslim",5,30,1.6,8,8,0,1,"18","high school",7,"2",3,0,150,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Other",5,10,0,100,9,"L1"
"Female","Female","No","Big City Subrub","Other","Agnostic",4,30,3.1,5,4,3,0,"15","kindergarten",5,"5",7,5,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",4,2,10,70,6,"L1"
"Male","Male","No","Big City Subrub","White","Christian",2,21,3,0,0,1,1,"15","college",3,"3",5,5,150,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Hillary Clinton",5,"Independent",5,8,0,100,3,"L1"
"Female","Female","Yes","Small Town","White","Christian",9,24,3.7,6,10,2,2,"13","college",2,"2",3,5,60,"respect for their elders","good manners","obedience","well-behaved","Ted Cruz","Donald Trump",8,"Republican",4,8,10,70,8,"L1"
"Female","Female","No","Big City","Hispanic","Christian",6,25,3.7,1,0,0,1,"14","college",7,"5",3,10,150,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",0,"Libertarian",5,9,0,100,10,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",8,25,3,20,10,5,6,"16","high school",10,"2",7,0,500,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Republican",10,10,15,100,5,"L1"
"Female","Female","No","Big City Subrub","White","Christian",8,29,3.5,10,10,0,0,"still waiting","high school",7,"5",10,4,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",2,10,0,100,10,"L1"
"Female","Female","No","Medium City","White","Christian",3,29,3.3,6,5,1,1,"14","kindergarten",5,"6",3,6,90,"independence","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",6,"Independent",7,2,20,0,1,"L1"
"Female","Female","Yes","Big City","Asian","Atheist",0,24,3.6,0,0,0,5,"17","high school",3,"1",5,6,70000,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Democratic",5,6,0,100,6,"L1"
"Female","Female","No","Medium City","White","Agnostic",1,26,2.1,0,0,5,2,"16","college",0,"5",3,0,60,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,3,15,0,9,"L1"
"Female","Female","No","Big City","Asian","Christian",5,31,4,3,0,2,2,"16","high school",2,"3",3,8,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Democratic",6,8,0,100,7,"L1"
"Male","Male","No","Small Town","Hispanic","Atheist",0,31,3.3,3,3,0,0,"17","college",2,"3",3,4,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Independent",7,6,15,60,2,"L1"
"Female","Female","Yes","Medium City","White","Christian",6,26,3.6,20,10,15,1,"15","high school",1,"4",3,7,300,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",6,8,0,100,8,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",6,28,2.7,0,0,1,1,"16","high school",3,"3",10,5,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",1,10,0,100,6,"L1"
"Male","Male","No","Big City Subrub","Black","Christian",3,26,3.5,6,10,9,0,"13","high school",2,"2",4,5,90,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Donald Trump",6,"Republican",4,9,10,40,6,"L1"
"Female","Female","No","Big City","Asian","Atheist",2,27,3.8,2,0,0,2,"18","high school",14,"4",5,5,300,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,9,0,100,7,"L1"
"Male","Male","Yes","Small Town","White","Agnostic",1,32,3.8,1,1,0,0,"still waiting","college",2,"0",20,1,10000,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",10,"Libertarian",5,10,0,70,9,"L1"
"Female","Female","Yes","Big City Subrub","White","Religious but not one of the above",4,34,3.5,8,10,0,0,"still waiting","lower grades",0,"4",3,2,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,9,10,100,0,"L1"
"Female","Female","No","Small Town","White","Agnostic",0,23,3.8,0,0,1,1,"17","college",7,"1",6,1,65,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",5,8,0,0,6,"L1"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",8,21,3.7,9,4,0,1,"13","high school",11,"3",5,5,150,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",6,"Democratic",4,7,15,0,6,"L1"
"Female","Female","No","Big City Subrub","White","Christian",3,32,4,0,0,0,1,"16","high school",7,"1",3,5,150,"respect for their elders","good manners","self-reliance","being considerate","Marco Rubio","Other",7,"Republican",6,10,0,90,5,"L1"
"Male","Male","No","Small Town","White","Christian",7,30,4,10,20,33,0,"still waiting","kindergarten",5,"2",4,10,100,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",1,6,0,100,0,"L1"
"Female","Female","Yes","Big City Subrub","Asian","Christian",1,31,2.8,1,5,1,1,"18","college",1,"10 or more",4,10,75,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",8,8,10,100,9,"L1"
"Female","Female","No","Medium City","White","Jewish",5,27,4,8,15,0,2,"13","college",6,"1",15,0,75,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",4,7,0,90,7,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",3,26,3.4,13,20,0,0,"16","college",6,"3",7,10,300,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Gary Johnson",6,"Republican",5,8,0,60,6,"L1"
"Female","Female","No","Small Town","White","Christian",2,25,3.5,2,1,1,1,"16","college",40,"10 or more",5,5,80,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Unsure",5,"Republican",7,4,0,50,0,"L1"
"Male","Male","No","Medium City","Asian","Religious but not one of the above",0,30,3.4,10,15,1,1,"17","high school",1,"2",4,10,500,"independence","curiosity","self-reliance","being considerate","Ben Carson","Other",8,"Republican",7,6,0,100,2,"L1"
"Female","Female","No","Medium City","White","Christian",7,29,4,2,1,1,2,"13","high school",10,"5",5,5,80,"respect for their elders","good manners","obedience","well-behaved","Unsure","Unsure",5,"Democratic",8,8,15,100,8,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",6,26,3,10,10,0,0,"14","college",1,"2",14,5,70,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Hillary Clinton",5,"Independent",4,9,10,60,8,"L1"
"Female","Female","No","Medium City","Asian","Christian",3,28,3,0,0,2,2,"15","college",4,"1",4,5,0,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",3,"Other",3,8,30,100,5,"L1"
"Female","Female","No","Small Town","Hispanic","Religious but not one of the above",6,25,3,5,0,1,2,"16","middle school",3,"5",2,0,65,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Unsure",5,"Democratic",8,10,35,100,1,"L1"
"Male","Male","No","Big City Subrub","Black","Christian",7,25,4,0,0,0,0,"10","college",5,"6",3,2,300,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",4,10,10,0,9,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",7,26,3.8,4,8,0,0,"16","college",3,"3",9,4,70,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Democratic",3,9,0,90,9,"L1"
"Male","Male","No","Big City Subrub","White","Christian",4,32,3,12,18,2,1,"16","high school",4,"1",15,5,200,"respect for their elders","curiosity","self-reliance","being considerate","John Kacich","Hillary Clinton",3,"Independent",3,9,0,70,5,"L1"
"Female","Female","No","Big City Subrub","White","Christian",8,28,3.7,0,0,0,0,"16","college",1,"2",5,2,55,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,7,5,80,6,"L1"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,28,3.8,6,10,1,1,"15","high school",2,"4",4,6,50000,"independence","good manners","self-reliance","being considerate","Unsure","Gary Johnson",2,"Independent",3,7,0,90,1,"L2"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,30,4,5,6,2,1,"16","college",4,"3",6,5,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Independent",4,4,0,100,9,"L2"
"Female","Female","No","Big City Subrub","White","Christian",6,24,3.5,15,15,2,0,"14","college",2,"1",5,5,150,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Other",6,8,0,100,2,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",7,28,3.6,6,22,6,1,"13","college",2,"1",20,3,90,"independence","good manners","self-reliance","being considerate","Marco Rubio","Donald Trump",8,"Republican",4,7,15,100,8,"L2"
"Male","Male","No","Big City Subrub","White","Christian",4,25,3.6,1,0,1,1,"15","high school",1,"4",2,8,120,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Donald Trump",5,"Democratic",10,10,0,100,5,"L2"
"Male","Male","No","Small Town","Hispanic","Christian",7,36,3,50,50,0,0,"17","high school",0,"0",2,10,500,"independence","curiosity","self-reliance","being considerate","John Kacich","Gary Johnson",5,"Independent",0,1,0,90,10,"L2"
"Male","Male","No","Big City Subrub","Asian","Christian",7,27,1,14,40,2,3,"13","high school",2,"2",5,8,150,"independence","curiosity","self-reliance","being considerate","Ted Cruz","Other",7,"Republican",4,8,0,0,4,"L2"
"Female","Female","No","Big City Subrub","White","Christian",5,29,4,12,15,5,2,"15","high school",5,"10 or more",6,8,100,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",7,"Republican",3,7,0,60,6,"L2"
"Female","Female","No","Medium City","Asian","Atheist",0,23,4,0,0,0,1,"17","high school",1,"2",6,10,30,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,6,10,30,0,"L2"
"Male","Male","No","Big City Subrub","White","Agnostic",0,25,3,4,1,1,1,"15","high school",2,"8",4,5,50,"independence","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",2,"Democratic",7,5,0,80,9,"L2"
