"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Female","Female","Hispanic","Yes","No",7,2,5,"straight","Yes",5,"No","No","No",7,7,3,0,0,1,1,10,10,"Yes - I already have",4,"Always Legal","Yes","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","Uncertain",5,5,5,"straight","Yes",2,"No","Yes","No",10,10,0,0,0,3,3,0,10,"Yes - I already have",2,"Always Legal","No","October","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","Yes","No",5,7,9,"straight","Yes",3,"No","No","No",0,2,10,3,0,3,1,4,10,"Yes - I would",3,"Neutral","Yes","August","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",0,3,5,"straight","Yes",4,"No","No","No",3,3,3,0,1,1,1,4,10,"Yes - I already have",2,"Legal most of the time","No","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","No",1,0,2,"straight","Yes",12,"No","No","No",3,3,8,0,0,2,1,9,2,"Yes - I already have",2,"Always Legal","No","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",7,5,10,"straight","Yes",2,"No","Yes","No",0,2,0,0,0,1,1,5,8,"Yes - I already have",2,"Always Legal","No","May","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Uncertain",0,3,2,"straight","Yes",13,"No","No","Yes",2,1,9,0,0,25,2,9,9,"Yes - I already have",0,"Always Legal","No","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","No",7,5,5,"straight","Yes",5,"No","No","No",0,8,1,0,0,1,2,6,8,"Yes - I already have",3,"Always Legal","No","February","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","No","Uncertain",5,5,5,"straight","Yes",11,"No","No","No",5,5,5,5,5,3,2,10,10,"Yes - I already have",2,"Neutral","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",3,1,5,"straight","Yes",11,"Yes","Yes","Yes",6,6,4,0,0,1,1,5,5,"Yes - I already have",0,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",2,2,3,"straight","Yes",12,"No","No","No",9,9,2,0,0,1,1,7,9,"No",2,"Legal most of the time","No","February","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","Uncertain",3,3,2,"straight","Yes",5,"No","No","No",0,0,10,2,1,0,1,8,8,"Yes - I would",2,"Always Legal","No","December","Over","WAD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Black","Yes","No",7,3,5,"straight","Yes",10,"No","No","No",8,8,0,0,0,2,1,8,8,"Yes - I already have",3,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","No",0,4,9,"straight","Yes",10,"No","No","No",5,4,8,0,0,2,2,7,10,"Yes - I already have",2,"Legal most of the time","No","January","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","Uncertain",0,5,3,"straight","Yes",12,"No","No","No",5,4,10,0,0,1,1,8,10,"Yes - I already have",2,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","Hispanic","Yes","Uncertain",7,5,6,"straight","Yes",15,"No","No","No",8,8,2,0,0,1,1,8,2,"Yes - I already have",2,"Illegal most of the time","Yes","December","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",0,0,3,"straight","Yes",10,"No","Yes","No",10,10,0,0,0,4,1,10,3,"Yes - I already have",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",5,5,7,"straight","Yes",17,"Yes","Yes","No",9,8,3,1,1,8,1,10,5,"Yes - I already have",2,"Neutral","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",8,9,6,"straight","Yes",8,"No","Yes","Yes",10,10,0,0,0,10,1,10,10,"Yes - I already have",2,"Legal most of the time","No","May","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",2,3,9,"bi","No",12,"No","No","Yes",7,8,5,0,0,0,3,3,3,"Yes - I would",4,"Legal most of the time","No","September","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","No","No",2,1,1,"straight","Yes",4,"No","No","No",5,5,1,1,1,5,1,8,10,"Yes - I already have",3,"Always Legal","No","January","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","No","No",0,5,5,"straight","Yes",6,"No","No","No",7,6,2,3,5,0,1,3,3,"Yes - I would",2,"Illegal most of the time","Yes","September","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","Asian","No","Uncertain",0,5,5,"straight","Yes",10,"No","No","No",5,5,5,8,5,0,0,6,8,"Unsure",2,"Neutral","No","September","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Other","Yes","Uncertain",6,4,6,"straight","Yes",4,"No","No","No",10,9,2,0,0,2,2,6,9,"Yes - I already have",2,"Legal most of the time","No","December","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",0,5,5,"straight","Yes",2,"No","No","No",10,8,0,0,0,6,1,5,5,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",3,6,8,"straight","Yes",7,"No","No","No",10,10,0,0,0,1,1,5,5,"Yes - I already have",3,"Always Illegal","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",0,4,3,"straight","Yes",10,"No","No","No",3,2,8,0,0,12,2,9,7,"Yes - I already have",3,"Always Legal","No","May","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","Yes","No",3,3,7,"bi","No",17,"No","Yes","Yes",4,6,4,10,10,3,1,6,4,"Yes - I already have",0,"Legal most of the time","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",5,4,5,"straight","Yes",12,"No","No","No",10,10,0,3,3,4,2,6,4,"Yes - I already have",3,"Legal most of the time","Yes","October","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Male","Male","Asian","No","Uncertain",5,5,5,"straight","Yes",6,"No","No","No",5,5,5,5,5,2,1,5,10,"Yes - I would",2,"Neutral","No","May","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",8,1,4,"straight","Yes",5,"No","No","No",9,9,2,0,0,0,1,2,2,"Unsure",2,"Neutral","No","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","No",5,8,5,"straight","Yes",5,"No","No","No",8,8,1,0,0,5,2,6,9,"Yes - I already have",3,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Uncertain",6,4,8,"straight","Yes",9,"Yes","No","No",8,7,3,0,0,15,3,10,10,"Yes - I already have",3,"Illegal most of the time","No","August","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","No",0,2,4,"straight","Yes",10,"No","No","No",8,8,2,0,0,1,1,8,2,"Yes - I already have",2,"Always Legal","No","September","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","Black","Yes","No",9,4,5,"straight","Yes",2,"No","Yes","No",0,0,9,2,0,6,2,5,10,"Yes - I already have",2,"Illegal most of the time","Yes","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","Yes","Uncertain",7,7,5,"straight","Yes",7,"No","No","No",8,7,1,6,8,1,0,8,9,"Yes - I already have",4,"Legal most of the time","Yes","January","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",0,3,8,"straight","Yes",8,"No","No","No",8,6,0,0,0,0,0,3,9,"Yes - I would",4,"Always Legal","No","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",2,3,5,"bi","Yes",10,"No","Yes","No",7,8,5,0,0,4,3,7,4,"Yes - I already have",2,"Legal most of the time","Yes","July","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",6,2,7,"straight","Yes",6,"No","No","No",7,6,3,0,0,0,2,4,1,"Unsure",3,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","No",1,1,8,"gay/lesbian","No",10,"No","Yes","Yes",3,3,1,0,0,3,1,2,4,"Yes - I already have",1,"Always Legal","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Black","Yes","No",3,1,1,"straight","Yes",13,"No","Yes","No",2,0,0,3,0,5,2,8,8,"Yes - I already have",2,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","Yes","No",0,2,4,"straight","Yes",10,"No","No","Yes",7,5,4,0,0,0,1,5,4,"Yes - I would",2,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Yes",4,5,5,"straight","Yes",3,"No","No","No",0,0,10,5,5,28,1,8,10,"Yes - I already have",0,"Legal most of the time","Yes","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",3,3,4,"straight","Yes",2,"No","No","No",3,3,7,1,9,7,0,7,6,"Yes - I already have",3,"Always Legal","No","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Hispanic","Yes","No",4,5,5,"straight","Yes",13,"No","No","No",2,2,0,0,0,3,2,6,3,"Yes - I already have",2,"Legal most of the time","No","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","Yes","No",1,2,2,"other","No",14,"Yes","No","No",3,2,3,0,0,0,0,2,2,"Unsure",2,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",6,2,2,"straight","Yes",2,"No","No","No",6,6,0,0,0,1,1,10,10,"No",2,"Neutral","Yes","December","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Other","Yes","No",7,5,4,"gay/lesbian","No",10,"Yes","No","No",1,2,1,0,0,1,0,5,5,"Yes - I would",2,"Legal most of the time","Yes","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","White","Yes","No",4,7,7,"straight","Yes",6,"No","No","No",1,1,9,4,6,3,0,6,9,"Yes - I already have",3,"Always Legal","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","Yes","No",5,3,3,"straight","Yes",2,"No","No","No",7,7,2,2,2,0,0,5,8,"Yes - I would",3,"Legal most of the time","Yes","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","Yes",2,3,7,"straight","Yes",5,"No","No","No",6,4,5,1,1,1,0,5,9,"Yes - I already have",4,"Illegal most of the time","No","September","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",7,2,3,"straight","Yes",6,"No","Yes","No",8,8,1,0,0,11,2,8,0,"Yes - I already have",3,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","Uncertain",6,6,8,"straight","Yes",6,"No","No","No",5,5,3,2,2,0,0,7,4,"Yes - I would",3,"Legal most of the time","No","September","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Uncertain",6,7,7,"straight","Yes",3,"No","No","No",7,10,0,6,6,1,2,8,4,"Yes - I already have",3,"Legal most of the time","Yes","November","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Hispanic","Yes","No",8,0,0,"straight","Yes",2,"No","No","No",7,7,2,0,0,0,0,1,10,"Yes - I would",3,"Always Legal","No","November","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Hispanic","No","No",0,3,6,"straight","Yes",13,"No","No","No",3,3,9,0,0,2,1,7,7,"Yes - I already have",2,"Always Legal","No","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","No",3,7,10,"straight","Yes",9,"No","No","No",6,8,0,0,0,0,0,3,10,"Unsure",5,"Neutral","Yes","December","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",9,7,9,"bi","Yes",17,"No","No","Yes",8,8,2,2,2,6,1,1,3,"Yes - I already have",3,"Illegal most of the time","No","January","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","No",5,5,5,"straight","Yes",10,"No","No","No",8,8,2,0,0,0,1,4,6,"Unsure",2,"Illegal most of the time","No","April","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","Yes","No",1,0,7,"straight","Yes",11,"No","No","Yes",5,5,5,0,0,0,0,5,5,"Yes - I would",4,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","No",0,0,3,"straight","Yes",6,"No","No","No",3,0,7,0,0,1,1,5,6,"Yes - I already have",3,"Always Legal","Yes","November","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","No",4,5,4,"straight","Yes",7,"No","No","No",0,1,10,2,7,10,1,10,2,"Yes - I already have",4,"Legal most of the time","No","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","No",3,3,8,"straight","Yes",7,"No","No","Yes",7,7,1,0,0,6,0,8,6,"Yes - I already have",3,"Always Legal","No","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",5,2,3,"straight","Yes",3,"No","No","No",7,8,2,1,1,0,0,6,6,"Yes - I would",3,"Legal most of the time","No","February","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",4,2,7,"bi","No",14,"Yes","Yes","Yes",6,8,4,0,0,4,3,8,6,"Yes - I already have",2,"Always Legal","Yes","September","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","Yes","No",4,4,8,"straight","Yes",7,"No","No","No",6,7,3,0,0,5,3,7,3,"Yes - I would",2,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",0,0,5,"straight","Yes",10,"No","Yes","No",10,10,0,0,0,0,0,8,4,"Yes - I would",4,"Illegal most of the time","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Male","Male","Asian","Yes","No",10,5,8,"straight","Yes",2,"No","No","No",4,5,8,7,7,0,1,0,8,"No",3,"Always Illegal","Yes","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Male","Female","Other","Yes","Yes",2,2,4,"bi","No",16,"No","Yes","Yes",8,8,5,2,0,20,4,8,6,"Yes - I already have",2,"Always Legal","No","April","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",0,2,7,"straight","Yes",2,"No","No","No",8,7,2,0,0,4,3,8,3,"Yes - I already have",2,"Always Legal","No","February","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Uncertain",10,5,5,"straight","Yes",10,"No","No","No",10,10,0,10,10,0,1,0,10,"No",3,"Always Illegal","No","June","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","No",9,3,7,"straight","Yes",6,"No","No","No",8,8,0,0,0,1,2,9,6,"Yes - I already have",3,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",3,1,2,"straight","Yes",4,"No","No","No",10,9,1,0,1,5,1,8,7,"Yes - I would",3,"Always Legal","Yes","January","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","funeral",1
"Male","Male","Hispanic","Yes","No",4,3,0,"straight","Yes",4,"No","No","No",6,2,10,0,0,4,2,8,5,"Yes - I already have",2,"Always Legal","No","December","No preference","WAD","Burger King","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","Asian","No","Yes",0,5,5,"asexual","Yes",18,"Yes","No","No",5,5,5,0,0,0,0,0,0,"No",0,"Neutral","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",7,6,7,"straight","Yes",14,"No","No","No",7,7,1,0,0,5,2,8,10,"Yes - I already have",3,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","White","Yes","Yes",3,6,2,"straight","Yes",4,"No","No","No",2,2,8,0,0,1,1,8,3,"Yes - I already have",2,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","Asian","Yes","Uncertain",8,7,5,"straight","Yes",6,"No","No","No",5,2,6,4,4,1,1,10,10,"Yes - I already have",2,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",2,5,9,"straight","Yes",6,"No","No","No",8,8,1,5,5,2,2,5,7,"Yes - I already have",3,"Illegal most of the time","Yes","May","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","No",0,4,3,"straight","Yes",12,"No","No","No",4,4,6,0,0,0,0,8,9,"Yes - I would",2,"Legal most of the time","No","December","No preference","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","No","No",0,5,5,"straight","Yes",15,"Yes","No","No",6,5,5,0,0,3,10,1,8,"Yes - I already have",1,"Always Legal","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Black","Yes","No",7,4,5,"bi","Some do",14,"Yes","Yes","No",8,9,3,0,0,6,2,7,6,"Yes - I already have",5,"Always Legal","No","June","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
